State,Poll,Source,Start Date,End Date,Sample Size,Sample Type,MoE,Biden,Trump
Florida,Trafalgar Group (R),https://www.thetrafalgargroup.org/news/fl-pres-0720/,2020-06-29 00:00:00,2020-07-02 00:00:00,1072,LV,2.9,46.0,46.0
Florida,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-8,2020-06-26 00:00:00,2020-06-28 00:00:00,951,LV,,50.0,45.0
Florida,FOX News,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Florida_Topline_June-25-Release.pdf,2020-06-20 00:00:00,2020-06-23 00:00:00,1010,RV,3.0,49.0,40.0
Florida,NY Times/Siena,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,2020-06-08 00:00:00,2020-06-18 00:00:00,651,RV,4.6,47.0,41.0
Florida,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,2020-06-12 00:00:00,2020-06-14 00:00:00,731,LV,,50.0,43.0
Florida,TIPP,https://www.realclearpolitics.com/docs/2020/TIPP_FL_June_2020.pdf,2020-06-09 00:00:00,2020-06-12 00:00:00,875,LV,,51.0,40.0
Florida,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-6,2020-05-29 00:00:00,2020-05-31 00:00:00,1186,LV,,48.0,45.0
Florida,St. Pete Polls,http://stpetepolls.org/files/StPetePolls_2020_State_President-Gen_May27_M17DA.pdf,2020-05-26 00:00:00,2020-05-27 00:00:00,4763,RV,1.4,48.0,47.0
Florida,Florida Atlantic University,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2020/biden-leads-trump-in-florida.php,2020-05-08 00:00:00,2020-05-12 00:00:00,928,RV,3.1,53.0,47.0
Florida,FOX News,https://www.foxnews.com/politics/fox-news-poll-biden-and-trump-in-tight-race-in-florida,2020-04-18 00:00:00,2020-04-21 00:00:00,1004,RV,3.0,46.0,43.0
Florida,Quinnipiac,https://poll.qu.edu/images/polling/fl/fl04222020_fkhc64.pdf,2020-04-16 00:00:00,2020-04-20 00:00:00,1385,RV,2.6,46.0,42.0
Florida,St. Pete Polls,http://stpetepolls.org/files/StPetePolls_2020_State_President_April17_G84JW.pdf,2020-04-16 00:00:00,2020-04-17 00:00:00,5659,RV,1.3,48.0,48.0
Florida,UNF,https://www.unf.edu/uploadedFiles/aa/coas/porl/UNF%20PORL%20COVID-19%20Survey.pdf,2020-03-31 00:00:00,2020-04-04 00:00:00,3244,RV,1.7,46.0,40.0
Florida,Univision,https://st1.uvnimg.com/11/92/701333304b6daa2b6b01e98571db/univisionpolling-march-florida-statewide-final.pdf,2020-03-06 00:00:00,2020-03-12 00:00:00,1071,LV,3.0,45.0,48.0
Florida,Florida Atlantic University,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2020/biden-way-ahead-in-sunshine-state.php,2020-03-05 00:00:00,2020-03-07 00:00:00,1216,RV,2.7,49.0,51.0
Florida,UNF,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,2020-02-10 00:00:00,2020-02-18 00:00:00,725,RV,3.6,49.0,48.0
Florida,Florida Atlantic University,https://www.realclearpolitics.com/docs/2020/FAU_Florida_Jan_2020.pdf,2020-01-09 00:00:00,2020-01-12 00:00:00,1285,RV,2.6,51.0,49.0
Florida,Mason-Dixon,https://www.realclearpolitics.com/docs/2019/Mason_Dixon_FL_December_2019.pdf,2020-12-11 00:00:00,2020-12-16 00:00:00,625,RV,4.0,47.0,45.0
Florida,NY Times/Siena,https://github.com/ndcohn/battleground-poll-2019/blob/master/FL110419%20Crosstabs.pdf,2020-10-13 00:00:00,2020-10-26 00:00:00,650,LV,4.4,46.0,44.0
Florida,UNF,https://www.unf.edu/coas/porl/Recent_Polls.aspx,2020-10-14 00:00:00,2020-10-18 00:00:00,644,RV,3.8,48.0,43.0
Florida,Florida Atlantic University,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/,2020-09-12 00:00:00,2020-09-15 00:00:00,934,RV,3.1,49.0,50.0
Florida,St. Pete Polls,https://floridapolitics.com/archives/299121-biden-edges-trump-st-pete-polls,2020-06-15 00:00:00,2020-06-16 00:00:00,3095,LV,1.8,47.0,47.0
Florida,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2629,2020-06-12 00:00:00,2020-06-17 00:00:00,1279,RV,3.3,50.0,41.0
Florida,Florida Atlantic University,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2019/florida-poll-finds-trump-popular-in-the-sunshine-state-while-biden-dominates-democratic-field.php,2020-05-16 00:00:00,2020-05-19 00:00:00,1007,RV,3.0,50.0,50.0
Maine,Bangor Daily News*,https://drive.google.com/file/d/1rgOpdiCIcbEBjnt2pVvQO7ztkbfsNB90/view,2020-09-25 00:00:00,2020-10-04 00:00:00,466,LV,,51.0,40.0
Maine,Colby College,http://www.colby.edu/government/2020-polling/,2020-09-17 00:00:00,2020-09-23 00:00:00,847,LV,3.4,50.0,39.0
Maine,Boston Globe/Suffolk*,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/9_21_2020_marginals_pdftxt.pdf?la=en&hash=39B5DD413EBA980C41ADC86DB59EC6372ED1D155,2020-09-17 00:00:00,2020-09-20 00:00:00,500,LV,4.4,51.0,39.0
Maine,NY Times/Siena,https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,2020-09-11 00:00:00,2020-09-16 00:00:00,663,LV,5.1,55.0,38.0
Maine,Quinnipiac,https://poll.qu.edu/kentucky/release-detail?ReleaseID=3673,2020-09-10 00:00:00,2020-09-14 00:00:00,1183,LV,2.9,59.0,38.0
Maine,Bangor Daily News,https://drive.google.com/file/d/1QvLIr-Xi1OsOA_Ulz6jtWJnCZSN-1JyH/view,2020-07-28 00:00:00,2020-08-09 00:00:00,500,RV,,44.0,36.0
Maine,Quinnipiac,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3670,2020-07-30 00:00:00,2020-08-03 00:00:00,807,RV,3.5,52.0,37.0
Maine,Colby College,http://www.colby.edu/government/2020-polling/,2020-07-18 00:00:00,2020-06-24 00:00:00,888,LV,3.9,50.0,38.0
Maine,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/07/MaineJuly2020Poll.pdf,2020-07-02 00:00:00,2020-07-03 00:00:00,1022,RV,3.1,53.0,42.0
Maine,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/03/MaineResults.pdf,2020-03-02 00:00:00,2020-03-03 00:00:00,872,RV,3.3,52.0,42.0
Maine,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2019/10/PPP_Release_ME_101519.pdf,2020-10-11 00:00:00,2020-10-13 00:00:00,939,RV,3.2,54.0,42.0
Maine,Gravis,http://orlando-politics.com/wp-content/uploads/2019/06/Maine-Jun-26-2019.pdf,2020-06-24 00:00:00,2020-06-24 00:00:00,767,RV,3.5,54.0,46.0
Maryland,Goucher College*,https://www.goucher.edu/hughes-center/documents/Goucher-College-Poll-Oct-2020-Part-1.pdf,2020-09-30 00:00:00,2020-10-04 00:00:00,776,LV,3.5,61.0,30.0
Maryland,OpinionWorks,https://www.realclearpolitics.com/docs/2020/Opinionworks_MD_Poll_Sept_2020.pdf,2020-09-04 00:00:00,2020-09-11 00:00:00,753,LV,,62.0,30.0
Maryland,Gonzales Research,https://www.realclearpolitics.com/docs/2020/20200526_MD.pdf,2020-05-19 00:00:00,2020-05-23 00:00:00,810,LV,3.5,59.0,35.0
West Virginia,WMOV,https://www.wowktv.com/news/elections/poll-shows-incumbents-leading-races-for-surveyed-wv-voters/,2020-09-29 00:00:00,2020-09-30 00:00:00,525,RV,4.3,38.0,56.0
Indiana,Indy Politics/Change Res. (D)*,http://indypolitics.org/polling-positions-part-one/,2020-09-03 00:00:00,2020-09-07 00:00:00,1033,LV,3.1,39.0,53.0
Indiana,Indy Politics/Change Res. (D)*,http://indypolitics.org/poll-positions-9/,2020-04-10 00:00:00,2020-04-13 00:00:00,1021,LV,3.1,39.0,52.0
New York,Siena*,https://files.constantcontact.com/9c83fb30501/a5a33ee6-4149-4124-9959-f7b0dbaf4514.pdf,2020-09-27 00:00:00,2020-09-29 00:00:00,504,LV,4.4,61.0,29.0
New York,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/08/NewYorkAugust2020Results.pdf,2020-08-21 00:00:00,2020-08-22 00:00:00,1029,RV,3.1,63.0,32.0
New York,Siena,https://scri.siena.edu/wp-content/uploads/2020/06/SNY0620-Crosstabs_642642.pdf,2020-06-23 00:00:00,2020-06-25 00:00:00,806,RV,3.9,57.0,32.0
New York,Siena,https://scri.siena.edu/wp-content/uploads/2020/05/SNY0520-Crosstabs052720.pdf,2020-05-17 00:00:00,2020-05-21 00:00:00,796,RV,3.7,57.0,32.0
New York,Quinnipiac,https://poll.qu.edu/images/polling/ct/tri05062020_bgfz62.pdf,2020-04-30 00:00:00,2020-05-04 00:00:00,915,RV,3.2,55.0,32.0
New York,Siena,https://scri.siena.edu/wp-content/uploads/2020/04/SNY0420-Crosstabs.pdf,2020-04-19 00:00:00,2020-04-23 00:00:00,803,RV,3.7,65.0,29.0
New York,Siena,https://scri.siena.edu/wp-content/uploads/2020/03/SNY0320-Crosstabs.pdf,2020-03-22 00:00:00,2020-03-26 00:00:00,566,RV,4.5,58.0,33.0
New York,Siena,https://scri.siena.edu/wp-content/uploads/2020/02/SNY0220-Crosstabs-1.pdf,2020-02-16 00:00:00,2020-02-20 00:00:00,658,RV,4.5,55.0,36.0
Arizona,Reuters/Ipsos,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w2_10_07_2020.pdf,2020-09-29 00:00:00,2020-10-07 00:00:00,633,LV,4.3,48.0,46.0
Arizona,CNBC/Change Research (D),https://www.cnbc.com/2020/10/06/2020-election-polls-biden-leads-trump-after-debate-coronavirus-diagnosis.html,2020-10-02 00:00:00,2020-10-04 00:00:00,,LV,,51.0,45.0
Arizona,NY Times/Siena*,https://int.nyt.com/data/documenttools/az100120-crosstabs/a77605c32cd8f31e/full.pdf,2020-10-01 00:00:00,2020-10-03 00:00:00,655,LV,4.2,49.0,41.0
Arizona,USA Today/Suffolk*,https://www.azcentral.com/story/news/politics/elections/2020/10/02/joe-bidens-lead-over-donald-trump-holding-battleground-arizona/5880048002/,2020-09-26 00:00:00,2020-09-30 00:00:00,500,LV,4.4,50.0,46.0
Arizona,Susquehanna,https://amgreatness.com/2020/09/29/trump-and-biden-tied-in-new-arizona-poll/,2020-09-25 00:00:00,2020-09-28 00:00:00,500,LV,4.3,47.0,47.0
Arizona,CNBC/Change Research (D),https://changeresearch.com/post/states-of-play-battleground-wave-14/,2020-09-18 00:00:00,2020-09-20 00:00:00,262,LV,,49.0,43.0
Arizona,ABC News/Wash Post,https://www.langerresearch.com/wp-content/uploads/1216a22020StateBattlegrounds-FLAZ.pdf,2020-09-15 00:00:00,2020-09-20 00:00:00,579,LV,4.5,48.0,49.0
Arizona,Reuters/Ipsos,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_arizona_state_poll_w1_09_23_2020.pdf,2020-09-11 00:00:00,2020-09-17 00:00:00,565,LV,4.7,47.0,46.0
Arizona,NY Times/Siena*,https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,2020-09-11 00:00:00,2020-09-16 00:00:00,653,LV,4.1,49.0,40.0
Arizona,Monmouth*,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_AZ_091720/,2020-09-11 00:00:00,2020-09-15 00:00:00,420,LV,4.8,48.0,46.0
Arizona,Gravis,https://gravismarketing.com/wp-content/uploads/2020/09/Arizona-September-11-2020.pdf,2020-09-10 00:00:00,2020-09-11 00:00:00,684,LV,3.8,50.0,48.0
Arizona,CBS News/YouGov,https://drive.google.com/file/d/1hr0WLAZhvP2k_BOL7sRwEifQgu2JAOTU/view,2020-09-09 00:00:00,2020-09-11 00:00:00,1106,LV,,47.0,44.0
Arizona,OH Predictive Insights,https://f.hubspotusercontent40.net/hubfs/7453540/200908%20AZPOP/AZPOP%20Presidential%20Crosstabs.pdf,2020-09-08 00:00:00,2020-09-10 00:00:00,600,LV,4.0,52.0,42.0
Arizona,CNBC/Change Research (D),https://www.cnbc.com/2020/09/09/2020-election-polls-trump-leads-biden-in-az-fl-mi-nc-pa-and-wi.html,2020-09-04 00:00:00,2020-09-06 00:00:00,,LV,,49.0,45.0
Arizona,FOX News*,https://static.foxnews.com/foxnews.com/content/uploads/2020/09/Arizona.pdf,2020-08-29 00:00:00,2020-09-01 00:00:00,772,LV,3.5,49.0,40.0
Arizona,CNBC/Change Research (D),https://changeresearch.com/wp-content/uploads/2020/08/CNBC-CR_Battleground-Toplines_Wave-12_August-21-23-Wave-12_-8_21-8_23.pdf,2020-08-21 00:00:00,2020-08-23 00:00:00,344,LV,,49.0,47.0
Arizona,Emerson,https://emersonpolling.reportablenews.com/pr/north-carolina-pennsylvania-and-arizona-2020-tight-races-in-battleground-states-leading-into-party-conventions,2020-08-08 00:00:00,2020-08-10 00:00:00,661,LV,3.8,49.0,45.0
Arizona,CNBC/Change Research (D),https://9b1b5e59-cb8d-4d7b-8493-111f8aa90329.usrfiles.com/ugd/9b1b5e_41d9f1b0245c4c138aa26d496625d005.pdf,2020-08-07 00:00:00,2020-08-09 00:00:00,428,LV,,45.0,44.0
Arizona,Trafalgar Group (R)*,https://www.thetrafalgargroup.org/news/az-pres-0820/,2020-08-05 00:00:00,2020-08-08 00:00:00,1013,LV,3.0,45.0,46.0
Arizona,OH Predictive Insights,https://twitter.com/OHPredictive/status/1292823312297611267,2020-08-03 00:00:00,2020-08-04 00:00:00,603,LV,4.0,49.0,45.0
Arizona,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-10,2020-07-24 00:00:00,2020-07-26 00:00:00,365,LV,,47.0,45.0
Arizona,CNN,https://cdn.cnn.com/cnn/2020/images/07/26/rel1_az.pdf,2020-07-18 00:00:00,2020-07-24 00:00:00,873,RV,3.8,49.0,45.0
Arizona,NBC News/Marist,http://maristpoll.marist.edu/wp-content/uploads/2020/07/NBC-News_Marist-Poll-AZ-NOS-and-Tables_202007231249.pdf,2020-07-14 00:00:00,2020-07-22 00:00:00,826,RV,4.1,50.0,45.0
Arizona,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-9,2020-07-10 00:00:00,2020-07-12 00:00:00,345,LV,,51.0,45.0
Arizona,CBS News/YouGov,https://drive.google.com/file/d/1NdvAi60uPh_3x7OMA1S_ZtFCMBB7y8X_/view,2020-07-07 00:00:00,2020-07-10 00:00:00,1099,RV,3.8,46.0,46.0
Arizona,OH Predictive Insights,https://f.hubspotusercontent40.net/hubfs/7453540/200706_AZPOP/Arizona%20Public%20Opinion%20Pulse%20--%20Presidential%20Toplines.pdf,2020-07-06 00:00:00,2020-07-07 00:00:00,600,LV,4.0,49.0,44.0
Arizona,Gravis,https://www.realclearpolitics.com/docs/2020/Gravis_Arizona_June_2020.pdf,2020-06-27 00:00:00,2020-06-27 00:00:00,527,LV,4.3,45.0,49.0
Arizona,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-8,2020-06-26 00:00:00,2020-06-28 00:00:00,1119,LV,,51.0,44.0
Arizona,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,2020-06-12 00:00:00,2020-06-14 00:00:00,201,LV,,45.0,44.0
Arizona,NY Times/Siena,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,2020-06-08 00:00:00,2020-06-16 00:00:00,650,RV,4.3,48.0,41.0
Arizona,FOX News,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/35199d36-Fox_May-30-June-2-2020_Complete_Arizona_Topline_June-3-Release.pdf,2020-05-30 00:00:00,2020-06-02 00:00:00,1002,RV,3.0,46.0,42.0
Arizona,CNBC/Change Research (D),https://www.changeresearch.com/post/states-of-play-battleground-wave-6,2020-05-29 00:00:00,2020-05-31 00:00:00,329,LV,,44.0,45.0
Arizona,OH Predictive Insights,https://cdn2.hubspot.net/hubfs/7453540/Arizona%20Public%20Opinion%20Pulse%20-%20Presidential.pdf,2020-05-09 00:00:00,2020-05-11 00:00:00,600,LV,4.0,50.0,43.0
Arizona,OH Predictive Insights,https://ohpredictiveinsights.cmail19.com/t/ViewEmail/i/0639AAE631CB7AE22540EF23F30FEDED/5C93F9ED58F90D146A4D3D471B02C3D7,2020-04-07 00:00:00,2020-04-08 00:00:00,600,LV,4.0,52.0,43.0
Arizona,NBC News/Marist,http://maristpoll.marist.edu/wp-content/uploads/2020/03/NBC-News_Marist-Poll_AZ-NOS-and-Tables_2003160825.pdf,2020-03-10 00:00:00,2020-03-15 00:00:00,2523,RV,2.7,47.0,46.0
Arizona,Monmouth,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_AZ_031620/,2020-03-11 00:00:00,2020-03-14 00:00:00,847,RV,3.4,46.0,43.0
Arizona,Univision/ASU,https://st1.uvnimg.com/07/2e/d0d9a91c4000996d8bcc95b85319/univisionpolling-march-arizona.pdf,2020-03-06 00:00:00,2020-03-11 00:00:00,1036,RV,3.0,50.0,42.0
Arizona,OH Predictive Insights,https://ohpredictiveinsights.cmail19.com/t/ViewEmail/i/0F5B83CC85AF5F812540EF23F30FEDED/BD86063377B5C14A16FB8100885F948E,2020-03-03 00:00:00,2020-03-04 00:00:00,600,LV,4.0,49.0,43.0
Arizona,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/03/ArizonaResults.pdf,2020-03-02 00:00:00,2020-03-03 00:00:00,666,RV,3.8,48.0,47.0
Arizona,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/01/ArizonaJanuary2020.pdf,2020-01-02 00:00:00,2020-01-04 00:00:00,760,RV,3.6,46.0,46.0
Arizona,OH Predictive Insights,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,2020-12-03 00:00:00,2020-12-04 00:00:00,628,LV,3.9,44.0,46.0
Arizona,Emerson,https://emersonpolling.reportablenews.com/pr/arizona-2020-toss-ups-in-presidential-and-senate-races,2020-10-25 00:00:00,2020-10-28 00:00:00,901,RV,3.2,50.0,50.0
Arizona,NY Times/Siena,https://github.com/ndcohn/battleground-poll-2019/blob/master/AZ110419%20Crosstabs.pdf,2020-10-13 00:00:00,2020-10-23 00:00:00,652,LV,4.4,49.0,46.0
Arizona,OH Predictive Insights,https://ohpredictive.com/uncategorized/poll-trumps-job-approval-decreases/,2020-08-13 00:00:00,2020-08-14 00:00:00,600,LV,4.0,45.0,43.0
Arizona,OH Predictive Insights,https://ohpredictive.com/press-releases/biden-bumps-trump-to-take-the-lead-in-arizona/,2020-05-01 00:00:00,2020-05-02 00:00:00,600,LV,4.0,49.0,44.0
Arizona,OH Predictive Insights,https://ohpredictive.com/promotional-content/2020-presidential-race-insights/,2020-02-12 00:00:00,2020-02-13 00:00:00,600,LV,4.0,46.0,46.0
Georgia,WSB-TV/Landmark*,https://www.wsbtv.com/news/local/atlanta/following-rocky-debate-biden-takes-lead-over-trump-latest-exclusive-channel-2-poll/LFMKYZZ2C5DVFE3J7HKNK2653U/,2020-09-30 00:00:00,2020-09-30 00:00:00,500,LV,4.0,47.0,45.0
Georgia,Quinnipiac,https://poll.qu.edu/images/polling/ga/ga09292020_gwko66.pdf,2020-09-23 00:00:00,2020-09-27 00:00:00,1125,LV,2.9,50.0,47.0
Georgia,CBS News/YouGov,https://drive.google.com/file/d/1CMKhu311KFRSdUoDnlqldhZYFE-S5XvV/view,2020-09-22 00:00:00,2020-09-25 00:00:00,1142,LV,3.4,46.0,47.0
Georgia,Monmouth*,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_GA_092320/,2020-09-17 00:00:00,2020-09-21 00:00:00,402,LV,4.9,46.0,48.0
Georgia,NY Times/Siena*,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,2020-09-16 00:00:00,2020-09-21 00:00:00,523,LV,4.9,45.0,45.0
Georgia,Univ. of Georgia*,https://www.ajc.com/politics/ajc-poll-race-for-president-senate-contests-in-georgia-too-close-to-call/FCIZO2M5ZNH2XAQBRMAXJLFQVE/,2020-09-11 00:00:00,2020-09-20 00:00:00,1150,LV,4.0,47.0,47.0
Georgia,WSB-TV/Landmark*,https://www.ajc.com/politics/politics-blog/wsb-poll-trump-builds-lead-over-biden-in-georgia-after-rnc/B7XVX4WYHJG4BIQMVTM2AJEEQM/,2020-08-29 00:00:00,2020-08-31 00:00:00,500,LV,4.4,41.0,48.0
Georgia,WSB-TV/Landmark*,https://www.realclearpolitics.com/docs/2020/Landmark_Communications_Georgia_Poll_August_2020.pdf,2020-08-14 00:00:00,2020-08-15 00:00:00,500,LV,4.4,45.0,47.0
Georgia,WXIA-TV/SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=4b9009c4-ef1d-4774-a211-0c4402738ec8,2020-08-06 00:00:00,2020-08-08 00:00:00,623,LV,5.3,46.0,44.0
Georgia,CBS News/YouGov,https://drive.google.com/file/d/1oa8SqHJAq6hBII_8LjgY0PjPwAgBWzpO/view,2020-07-28 00:00:00,2020-07-31 00:00:00,1109,LV,,46.0,45.0
Georgia,Monmouth*,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_GA_072920/,2020-07-23 00:00:00,2020-07-27 00:00:00,402,LV,4.9,47.0,48.0
Georgia,Trafalgar Group (R)*,https://www.thetrafalgargroup.org/news/ga-pres-0720/,2020-07-15 00:00:00,2020-07-18 00:00:00,1023,LV,3.0,43.0,50.0
Georgia,OAN/Gravis,https://www.realclearpolitics.com/docs/2020/Gravis_Marketing_Georgia.pdf,2020-07-02 00:00:00,2020-07-02 00:00:00,513,RV,4.3,45.0,48.0
Georgia,FOX News,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Georgia_Topline_June-25-Release.pdf,2020-06-20 00:00:00,2020-06-23 00:00:00,1013,RV,3.0,47.0,45.0
Georgia,Univ. of Georgia,https://assets.documentcloud.org/documents/6793459/SPIA-GE-Poll-Results.pdf,2020-02-24 00:00:00,2020-03-02 00:00:00,1117,RV,2.9,43.0,51.0
Georgia,Mason-Dixon,https://www.realclearpolitics.com/docs/2020/Mason-Dixon_GA.pdf,2020-12-19 00:00:00,2020-12-23 00:00:00,615,RV,4.0,44.0,51.0
Georgia,WXIA-TV/SurveyUSA,http://www.surveyusa.com/client/PollReport.aspx?g=128c319e-4d47-4e41-827c-c67900e8414b,2020-11-15 00:00:00,2020-11-18 00:00:00,1303,LV,3.2,47.0,43.0
Georgia,Atlanta Journal-Constitution,https://www.ajc.com/news/state--regional-govt--politics/ajc-poll-trump-faces-tough-election-fight-georgia/gqTRms8eLIL1TEFW2r8pKN/,2020-10-30 00:00:00,2020-11-08 00:00:00,1028,RV,3.0,51.0,43.0
Utah,Y2 Analytics,https://www.sltrib.com/news/politics/2020/10/05/new-utah-poll-has-trump/,2020-09-26 00:00:00,2020-10-04 00:00:00,1214,LV,2.8,40.0,50.0
Utah,Deseret News/Hinckley Inst.*,https://www.deseret.com/utah/2020/9/16/21439705/poll-are-you-better-off-than-you-were-4-years-ago-what-about-the-country-trump-biden-race,2020-09-07 00:00:00,2020-09-12 00:00:00,1000,LV,3.1,35.0,53.0
Utah,Deseret News/Hinckley Inst.*,https://www.deseret.com/utah/2020/8/6/21357209/donald-trump-holding-onto-lead-over-joe-biden-in-utah-deseret-news-hinckley-institute-poll,2020-07-27 00:00:00,2020-08-01 00:00:00,1000,RV,3.1,31.0,50.0
Utah,KUTV-2/Y2 Analytics*,https://www.utpoliticaltrends.com/thedeeperstate/the-importance-of-weighting,2020-05-09 00:00:00,2020-05-15 00:00:00,1078,LV,3.0,40.0,46.0
Utah,Deseret News/Hinckley Inst.*,https://www.deseret.com/utah/2020/4/28/21240213/donald-trump-joe-biden-utah-leads-poll-new-utahns-vote-2020-presidential-election-president-race,2020-04-15 00:00:00,2020-04-21 00:00:00,964,RV,3.2,32.0,51.0
Utah,KUTV-2/Y2 Analytics*,https://kutv.com/news/election/poll-trump-leads-biden-by-just-5-points-in-utah,2020-03-21 00:00:00,2020-03-30 00:00:00,1331,LV,2.8,41.0,46.0
Utah,Deseret News/Hinckley Inst.*,https://www.deseret.com/utah/2020/3/4/21164798/donald-trump-joe-biden-bernie-sanders-election-president-democratic-poll-deseret-news-super-tuesday,2020-02-24 00:00:00,2020-03-01 00:00:00,1000,RV,3.1,33.0,50.0
Utah,Deseret News/Hinckley Inst.*,https://www.deseret.com/utah/2020/1/29/21112311/hillary-clinton-poll-president-donald-trump-impeachment-joe-biden-better-worse,2020-01-15 00:00:00,2020-01-22 00:00:00,1017,RV,3.1,31.0,49.0
Oregon,DHM Research,https://www.dhmresearch.com/joe-biden-leads-by-12-points-among-oregon-voters-worry-about-covid-19-spread-remains-high/,2020-09-03 00:00:00,2020-09-08 00:00:00,502,LV,4.4,51.0,39.0
North Carolina,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2020/10/NorthCarolinaResultsOctober2020.pdf,2020-10-04 00:00:00,2020-10-05 00:00:00,911,LV,3.3,50.0,46.0
North Carolina,East Carolina U.,https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-of-likely-voters-in-north-carolina-biden-leads-trump-by-four-points-tillis-leads-cunningham-by-one-cooper-leads-forest-by-thirteen-points-other-statewide-races-competitive,2020-10-02 00:00:00,2020-10-04 00:00:00,1232,LV,3.2,50.0,46.0
North Carolina,CNBC/Change Research (D),https://www.cnbc.com/2020/10/06/2020-election-polls-biden-leads-trump-after-debate-coronavirus-diagnosis.html,2020-10-02 00:00:00,2020-10-04 00:00:00,,LV,,49.0,47.0
North Carolina,Reuters/Ipsos,https://www.reuters.com/article/us-usa-election-battlegrounds-poll/reuters-ipsos-poll-shows-biden-widening-lead-over-trump-in-michigan-tied-in-north-carolina-idUSKBN26R3ED,2020-09-29 00:00:00,2020-10-06 00:00:00,693,LV,4.0,47.0,47.0
North Carolina,CBS News/YouGov,https://drive.google.com/file/d/1otTCxbc9Bni2tWcuBG0ZX7TnIUmnxhdm/view,2020-09-22 00:00:00,2020-09-25 00:00:00,1194,LV,3.6,48.0,46.0
North Carolina,UMass Lowell,https://www.uml.edu/docs/2020-NC-Sept-Topline_tcm18-330590.pdf,2020-09-18 00:00:00,2020-09-25 00:00:00,921,LV,4.1,48.0,49.0
North Carolina,CNBC/Change Research (D),https://changeresearch.com/post/states-of-play-battleground-wave-14/,2020-09-18 00:00:00,2020-09-20 00:00:00,579,LV,,48.0,46.0
North Carolina,Civitas/Harper (R)*,https://www.nccivitas.org/polling/trump-biden-dead-heat/,2020-09-17 00:00:00,2020-09-20 00:00:00,612,LV,4.0,44.0,45.0
North Carolina,Emerson,https://emersonpolling.reportablenews.com/pr/north-carolina-2020-biden-and-trump-in-dead-heat,2020-09-16 00:00:00,2020-09-18 00:00:00,717,LV,3.6,50.0,49.0
North Carolina,Reuters/Ipsos,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_reuters_michigan_state_poll_w1_09_22_2020.pdf,2020-09-11 00:00:00,2020-09-16 00:00:00,586,LV,4.6,47.0,47.0
North Carolina,NY Times/Siena*,https://int.nyt.com/data/documenttools/az-me-nc-0920-crosstabs/72d074246b272695/full.pdf,2020-09-11 00:00:00,2020-09-16 00:00:00,653,LV,4.3,45.0,44.0
